,S/No.,Date,Closing Price,Headline 1,Headline 2,Headline 3,Headline 4,Headline 5,Headline 6
120,142,06/18/2019,1345.56,gold trades steady as investors await fed decision,gold pares gains on u.s.-china trade war optimism,gold approaches 14-month highs on dovish u.s. fed expectations,gold rises as dollar weakens ahead of u.s. fed meeting,#N/A,#N/A
121,141,06/19/2019,1357.92,corrected-gold hits over 5-year high as fed hints at rate cuts,gold rises as fed hints at rate cuts in 2019,gold dips on hopes for u.s.-china trade talks ahead of fed statement,"gold dips as trade optimism, dovish ecb lift equities; focus on fed",#N/A,#N/A
122,140,06/20/2019,1391.1,gold scales near six-year peak on dovish fed signals,gold hits near 6-year high after fed signals rate cut,gold soars to five-year peak as u.s. fed signals rate cut,gold sprints to over 5-year peak after fed hints at rate cuts,#N/A,#N/A
123,139,06/21/2019,1399,"gold hits 6-year peak on fed rate cut signals, u.s.-iran unrest","gold at 6-yr high on cenbank stimulus cues, u.s.-iran tensions","gold hits near 6-yr high on cenbank stimulus hints, middle east worries",#N/A,#N/A,#N/A
124,138,06/24/2019,1425.43,"gold rises to near 6-year high on dollar weakness, u.s.-iran tensions",gold rallies to near six-year top on u.s.-iran dispute,"gold climbs towards 6-yr peak on dovish central banks, iran tensions","gold hovers near 6-year peak as dovish cenbanks, us-iran jitters fuel demand",#N/A,#N/A
125,137,06/25/2019,1418.77,gold off six-year peak as dollar rises after fed comments,gold retraces from 6-year peak after comments from u.s. fed officials,"gold at 6-year high as financial, political tensions converge","gold jumps to 6-year peak on weaker dollar, u.s.-iran friction",#N/A,#N/A
126,136,06/26/2019,1410.91,gold steady as investors await u.s.-china trade talks,gold drops as bets fade for big fed rate cut fade; eyes on trade talks,gold falls over 1% as fed tempers expectations of big rate cut,gold drops over 1% as fed dashes imminent rate-cut hopes,#N/A,#N/A
127,135,06/27/2019,1411.24,gold rises ahead trump-xi meeting; set to post 6th weekly gain,"gold eases on u.s.-china trade optimism, holds above $1,400/oz",gold falls as hopes of u.s.-china trade truce boost riskier assets,gold falls as dollar edges higher; u.s.-china trade talks in focus,#N/A,#N/A
128,134,06/28/2019,1409.5,gold gains ahead of u.s.-china trade talks; platinum jumps 3%,gold gains on u.s.-china trade jitters; heads for best month in 3 years,gold rises on trade uncertainty; on course for best month in 3 years,#N/A,#N/A,#N/A
129,133,07/01/2019,1385.57,gold gains as weak economic data hints at global slowdown,"gold falls as dollar, equities gain on u.s.-china truce",gold falls 2% as china-u.s. trade hopes hit safe-haven demand,gold tumbles nearly 2% as trade truce dents safe-haven demand,#N/A,#N/A
130,132,07/02/2019,1431.4,"gold hits 1-wk peak; global trade woes, lower u.s. yields support",corrected-gold jumps 1.5% as yields dropped on global on growth concerns,"gold rises on global growth worries, u.s.-eu trade row",#N/A,#N/A,#N/A
131,131,07/03/2019,1418.49,"gold steady as firm equities offset support from weak dollar, rate cut hopes","gold steadies as stocks surge; growth risks, rate cut bets lend support",gold gains as global trade worries lift safe-haven appetite,#N/A,#N/A,#N/A
132,130,07/04/2019,1421.01,"gold prices edge up ahead of u.s. jobs data, set for 7th weekly gain",gold eases before u.s. jobs data and as equities gain,"gold dips as firm equities weigh, investors await u.s. jobs data",#N/A,#N/A,#N/A
133,129,07/05/2019,1399.47,gold slides 2% as solid u.s. jobs data trims fed rate cut bets,gold slips as dollar strengthens before u.s. jobs report,"gold prices steady ahead of u.s. payrolls, on track for 7th weekly gain",#N/A,#N/A,#N/A
134,128,07/08/2019,1394.43,gold slips as fading expectations of sharp rate cut lift dollar,gold edges lower as aggressive rate cut views fizzle,"gold gains as fed rate cut bets hold, growth concerns linger","gold rises as focus returns to growth concerns, fed rate cut",#N/A,#N/A
135,127,07/09/2019,1395.53,"gold dips as dollar ticks higher, all eyes on fed",gold edges up from 1-week lows on bargain hunting; focus on fed,"gold slips to one-week low on dollar rally, focus on fed",gold edges lower as dollar firms; weaker equities limit losses,#N/A,#N/A
136,126,07/10/2019,1422.12,gold hits 1-wk high as comments from fed's powell stoke rate cut bets,"gold rises after powell's remarks bolster rate cut hopes, hurt dollar",gold jumps as fed chair remarks boost rate cut hopes,gold slips as dollar strengthens ahead of powell's testimony,#N/A,#N/A
137,125,07/11/2019,1404,"gold gains on u.s.-china trade jitters, rate cut hopes","gold eases after surprise u.s. cpi jump, holds above $1,400/oz",gold extends gains after fed's powell hints at rate cut,gold hits one-week high as dollar dips after powell's testimony,#N/A,#N/A
138,124,07/12/2019,1426.8,"gold holds firm above $1,400 as markets look past robust u.s. data","gold edges up on weaker dollar, china data fuels growth concerns","gold climbs on fresh trade tensions, fed rate cut bets",#N/A,#N/A,#N/A
139,123,07/15/2019,1415.6,gold little changed; u.s. retail sales data in focus,gold inches down as mixed chinese data boosts equities,"gold steadies on mixed chinese data, higher equities curb gains",gold dips as encouraging china data stokes risk-on sentiment,#N/A,#N/A
140,122,07/16/2019,1405.36,refile-gold inches down as strong u.s. retail sales lift dollar,gold eases as robust u.s. data trims aggressive rate cut hopes,gold steadies before u.s. retail sales numbers,gold steady as investors await u.s. retail sales data,#N/A,#N/A
141,121,07/17/2019,1424.87,"refile-gold scales 2-week peak on fed rate cut expectations, softer dollar",gold rises 1% after weak u.s. data boost rate cut bets,gold eases as dollar holds firm after robust u.s. data,"gold dips on firm dollar; trade concerns, rate-cut bets cap losses",#N/A,#N/A
142,120,07/18/2019,1443,"gold hits 6-year peak on u.s. rate cut prospect, middle east tensions",gold steadies near two-week high as dollar eases on rate cut bets,gold eases from two-week high on profit-taking after fed-driven rally,gold retreats from 2-week peak as investors lock in profits,#N/A,#N/A
143,119,07/19/2019,1418.1,"gold slips from 6-year top on profit-taking, still up for the week",gold eases from six-year peak but remains on track for weekly gain,"gold eases after breaching $1,450/oz on rate-cut hopes, iran tensions",#N/A,#N/A,#N/A
144,118,07/22/2019,1423.77,gold dips as dollar hits near 1-week high,gold holds steady as investors await fed rate cut decision,"corrected-gold steady as big rate cut bets fade, analysts eye further upside",gold ticks up on iran tensions; firmer dollar limits upside,#N/A,#N/A
145,117,07/23/2019,1417.1,"gold gains on rate-cut hopes, middle east tensions",gold slips on strong dollar but weak u.s. data caps losses,gold eases as dollar strengthens on u.s. debt deal,"gold prices slip on stronger dollar, profit-taking",#N/A,#N/A
146,116,07/24/2019,1425.4,gold prices ease amid firmer dollar; markets eye ecb meet,"gold rises on fed rate cut bets, weak euro zone data",gold rises on expected economic stimulus,gold crawls higher on middle east tensions; dollar rally caps gains,#N/A,#N/A
147,115,07/25/2019,1415.17,gold ticks up ahead of u.s. gdp data; set for weekly drop,gold falls 1% to one-week low after robust u.s. data,"gold holds steady as focus shifts to ecb, investors eye rate cuts",gold steadies ahead of ecb decision; firm dollar dents appeal,#N/A,#N/A
148,114,07/26/2019,1418.76,gold gains as u.s. inflation offsets gdp data,corrected-gold consolidates ahead of u.s. data with focus on fed,gold gains on rate-cut hopes; focus on u.s. gdp data,#N/A,#N/A,#N/A
149,113,07/29/2019,1424.58,"gold dips on stronger dollar, fed meet in focus",gold firms on fed rate-cut bets; focus on future guidance,gold holds steady as investors eye fed's interest rate strategy,"gold steady as markets eye fed meet, u.s.-china trade talks in focus",#N/A,#N/A
150,112,07/30/2019,1430.9,gold steadies as investors await cues on future fed rate cuts,gold firms ahead of expected fed interest rate cut,gold inches down as dollar climbs higher; fed meet in focus,#N/A,#N/A,#N/A
151,111,07/31/2019,1412.14,gold drops to 2-week low after fed rate outlook lifts dollar,gold falls as fed rate outlook disappoints,gold on track for third monthly gain ahead of fed decision,#N/A,#N/A,#N/A
152,110,08/01/2019,1438.3,"gold prices retreat from 2-week high, but head for weekly gain",gold surges nearly 2% after trump says u.s. will impose new tariffs on chinese imports,gold hits two-week low on doubts over further u.s. rate cuts,gold slides to two-week low as fed dashes hopes of more rate cuts,#N/A,#N/A
153,109,08/02/2019,1440.56,"gold steadies, on course for weekly gain as dollar eases on u.s. data",volatile gold heads for weekly gain after falling about 1%,gold drifts lower after trump's tariff threat sparks rally,#N/A,#N/A,#N/A
154,108,08/05/2019,1474.11,gold gains as trade tensions lift safe haven appetite,gold soars 2% as trade worries trigger flight to safety,gold surges to 6-year high as trade worries lift safe-haven bets,"gold hits six-year high as trade, growth concerns boost demand",#N/A,#N/A
155,107,08/06/2019,1476.88,gold inches up on sustained trade war concerns,gold climbs back toward six-year peak on u.s.-china trade clash,gold holds near six-year peak as trade tensions simmer,gold firms near 6-year peak as trade tensions trigger safe-haven bets,#N/A,#N/A
156,106,08/07/2019,1502.14,"gold rises on darkening economic outlook, rate cuts","gold breaches $1,500/oz ceiling in beeline to safe havens","gold scales six-year peak on trade jitters, eyes $1,500",gold hits over 6-year peak as trade jitters spark safe-haven rush,#N/A,#N/A
157,105,08/08/2019,1504.36,"gold firms above $1,500/oz, on track for second weekly rise","gold dips as stock markets recover, u.s. dollar rises","gold eases after surge, but holds near $1,500","gold holds around $1,500/oz on trade war, global growth woes",#N/A,#N/A
158,104,08/09/2019,1495.2,"gold hovers around $1,500/oz, posts best week in three years","gold holds above $1,500 on trade tensions","gold eyes best week in over 3 years on trade, global growth concerns",#N/A,#N/A,#N/A
159,103,08/12/2019,1512.23,gold firms near 6-yr peak on risk-off sentiment,"gold gains as equities slip on trade woes, growth concerns","corrected-gold holds firm above $1,500 on global growth worries","gold prices hold firm on trade, growth concerns",#N/A,#N/A
160,102,08/13/2019,1500.94,"gold edges higher on political, trade uncertainty",gold sheds 2% on signs of u.s.-china trade thaw,"gold hits more than 6-year high on hong kong, argentina",gold hits over six-year peak on risk-off sentiment,#N/A,#N/A
161,101,08/14/2019,1517,gold prices climb as u.s. bond markets warn of recession,gold rises as global recession fears lift safe-haven appeal,gold prices rise 1% on global recession fears,gold prices ease as trump's trade concession lifts equities,#N/A,#N/A
162,100,08/15/2019,1526.59,"gold prices rise on falling bond yields, trade uncertainty","gold prices firm on mixed signals on economy, trade",gold firms as recession fears bolster safe-haven bids,"gold dips on profit-taking, but holds above $1,500 on growth woes",#N/A,#N/A
163,99,08/16/2019,1512.5,"gold drops as equities surge, but eyes 3rd weekly gain","gold dips 1% as equities firm, but eyes 3rd weekly gain",gold drops on profit-taking; set for 3rd weekly rise,#N/A,#N/A,#N/A
164,98,08/19/2019,1496.31,"gold firms below $1,500 after slide",gold sheds 1% as risk appetite recovers,"gold slips 1% as equities, u.s. treasury yields rise","gold prices dip as equities gain, dollar strengthens",#N/A,#N/A
165,97,08/20/2019,1506.27,"gold prices hold firm above $1,500, fed minutes in focus","gold firms above $1,500 as bond yields dip on stimulus hopes","gold reclaims $1,500 mark as focus turns to fed","gold steady after slide below key $1,500 level",#N/A,#N/A
166,96,08/21/2019,1502.69,refile-gold prices stable; all eyes on fed summit for rate-cut direction,gold slips as equities gain; investors eye fed minutes,gold eases as investors await fed minutes,gold eases as investors book profits; fed minutes in focus,#N/A,#N/A
167,95,08/22/2019,1497.58,gold inches lower as focus shifts to fed chair speech,gold eases as investors await further signals on fed stance,"corrected-gold slips, investors await clarity on fed policy","gold edges lower, focus on jackson hole summit for rate-cut direction","gold steady, focus on jackson hole summit for rate-cut direction",#N/A
168,94,08/23/2019,1481.1,"gold soars 2% after powell speech, trump tweets",gold heads for first weekly loss in four; powell's speech in focus,gold set for worst week in nearly 5 months; powell's speech in focus,#N/A,#N/A,#N/A
169,93,08/26/2019,1528.68,gold steady as markets seek clarity on trade war direction,"gold scales over 6-year peak on heightened trade, economic risks","gold breaches $1,550 mark for first time in over 6 years on trade jitters","gold prunes gains on reconciliatory trade comments, profit-booking",#N/A,#N/A
